C00001_dragonfly_DCTCP_CDF_All-lr-1.0-lb-e2elapsplus002-QpInfo.txt	Avg FCT: 4189.825520	Avg Small FCT: 79.034223	Avg Large FCT: 25159.985577	P99 FCT: 33381.444000	Retrans Ratio: 0.0007%	Total packets sent: 23604786	Total packets retransmitted: 165

C00001_dragonfly_DCTCP_CDF_All-lr-0.01-lb-e2elapsplus003-QpInfo.txt	Avg FCT: 121.656041	Avg Small FCT: 13.684680	Avg Large FCT: 709.160714	P99 FCT: 918.728000	Retrans Ratio: 0.0000%	Total packets sent: 190519	Total packets retransmitted: 0
C00001_dragonfly_DCTCP_CDF_All-lr-1.0-lb-e2elapsplus003-QpInfo.txt	Avg FCT: 4120.950543	Avg Small FCT: 122.703185	Avg Large FCT: 24588.047300	P99 FCT: 32626.677000	Retrans Ratio: 0.0180%	Total packets sent: 23608880	Total packets retransmitted: 4259

C00001_dragonfly_DCTCP_CDF_All-lr-0.5-lb-ecmp-QpInfo.txt	Avg FCT: 7695.824271	Avg Small FCT: 12.401371	Avg Large FCT: 52345.900888	P99 FCT: 85629.324000	Retrans Ratio: 0.0000%	Total packets sent: 12088527	Total packets retransmitted: 0
C00001_dragonfly_DCTCP_CDF_All-lr-0.55-lb-ecmp-QpInfo.txt	Avg FCT: 8433.508374	Avg Small FCT: 13.029891	Avg Large FCT: 57786.340627	P99 FCT: 94476.295000	Retrans Ratio: 0.0000%	Total packets sent: 13306183	Total packets retransmitted: 0
C00001_dragonfly_DCTCP_CDF_All-lr-0.6-lb-ecmp-QpInfo.txt	Avg FCT: 8637.231689	Avg Small FCT: 13.014405	Avg Large FCT: 59237.806883	P99 FCT: 97604.533000	Retrans Ratio: 0.0000%	Total packets sent: 14144665	Total packets retransmitted: 0
C00001_dragonfly_DCTCP_CDF_All-lr-0.65-lb-ecmp-QpInfo.txt	Avg FCT: 9121.417934	Avg Small FCT: 14.005675	Avg Large FCT: 62497.847454	P99 FCT: 101622.754000	Retrans Ratio: 0.0000%	Total packets sent: 15212344	Total packets retransmitted: 0
C00001_dragonfly_DCTCP_CDF_All-lr-0.7-lb-ecmp-QpInfo.txt	Avg FCT: 9940.269507	Avg Small FCT: 15.350395	Avg Large FCT: 66666.629647	P99 FCT: 110645.621000	Retrans Ratio: 0.0000%	Total packets sent: 16618454	Total packets retransmitted: 0
C00001_dragonfly_DCTCP_CDF_All-lr-0.75-lb-ecmp-QpInfo.txt	Avg FCT: 10619.388884	Avg Small FCT: 17.456355	Avg Large FCT: 71797.509321	P99 FCT: 113584.615000	Retrans Ratio: 0.0029%	Total packets sent: 17853478	Total packets retransmitted: 512
C00001_dragonfly_DCTCP_CDF_All-lr-0.8-lb-ecmp-QpInfo.txt	Avg FCT: 11434.805048	Avg Small FCT: 17.754501	Avg Large FCT: 77589.667912	P99 FCT: 124456.718000	Retrans Ratio: 0.0018%	Total packets sent: 19317316	Total packets retransmitted: 355
C00001_dragonfly_DCTCP_CDF_All-lr-0.85-lb-ecmp-QpInfo.txt	Avg FCT: 12135.406843	Avg Small FCT: 18.216410	Avg Large FCT: 81780.624630	P99 FCT: 129095.245000	Retrans Ratio: 0.0206%	Total packets sent: 20738063	Total packets retransmitted: 4281
C00001_dragonfly_DCTCP_CDF_All-lr-0.9-lb-ecmp-QpInfo.txt	Avg FCT: 12214.663149	Avg Small FCT: 20.367002	Avg Large FCT: 82267.251268	P99 FCT: 130904.223000	Retrans Ratio: 0.0191%	Total packets sent: 21512977	Total packets retransmitted: 4116
C00001_dragonfly_DCTCP_CDF_All-lr-0.95-lb-ecmp-QpInfo.txt	Avg FCT: 12577.892912	Avg Small FCT: 22.725721	Avg Large FCT: 84597.349075	P99 FCT: 135304.076000	Retrans Ratio: 0.0287%	Total packets sent: 22438971	Total packets retransmitted: 6428
C00001_dragonfly_DCTCP_CDF_All-lr-1.0-lb-ecmp-QpInfo.txt	Avg FCT: 13137.191791	Avg Small FCT: 25.277312	Avg Large FCT: 87367.879755	P99 FCT: 139982.955000	Retrans Ratio: 0.0197%	Total packets sent: 23624570	Total packets retransmitted: 4644

C00001_dragonfly_DCTCP_CDF_All-lr-0.5-lb-letflow-QpInfo.txt	Avg FCT: 7094.379076	Avg Small FCT: 11.146937	Avg Large FCT: 47084.170263	P99 FCT: 77636.150000	Retrans Ratio: 0.0000%	Total packets sent: 12095659	Total packets retransmitted: 0
C00001_dragonfly_DCTCP_CDF_All-lr-0.55-lb-letflow-QpInfo.txt	Avg FCT: 7757.863661	Avg Small FCT: 12.032456	Avg Large FCT: 52288.324592	P99 FCT: 87051.568000	Retrans Ratio: 0.0000%	Total packets sent: 13318056	Total packets retransmitted: 0
C00001_dragonfly_DCTCP_CDF_All-lr-0.6-lb-letflow-QpInfo.txt	Avg FCT: 8127.372670	Avg Small FCT: 11.526919	Avg Large FCT: 54952.318804	P99 FCT: 92887.958000	Retrans Ratio: 0.0000%	Total packets sent: 14162605	Total packets retransmitted: 0
C00001_dragonfly_DCTCP_CDF_All-lr-0.65-lb-letflow-QpInfo.txt	Avg FCT: 8473.789933	Avg Small FCT: 12.339393	Avg Large FCT: 56902.338878	P99 FCT: 95347.562000	Retrans Ratio: 0.0000%	Total packets sent: 15230536	Total packets retransmitted: 0
C00001_dragonfly_DCTCP_CDF_All-lr-0.7-lb-letflow-QpInfo.txt	Avg FCT: 9415.669931	Avg Small FCT: 13.391215	Avg Large FCT: 62502.290579	P99 FCT: 105435.041000	Retrans Ratio: 0.0000%	Total packets sent: 16649842	Total packets retransmitted: 0
C00001_dragonfly_DCTCP_CDF_All-lr-0.75-lb-letflow-QpInfo.txt	Avg FCT: 10053.797037	Avg Small FCT: 15.081828	Avg Large FCT: 67339.370172	P99 FCT: 109366.912000	Retrans Ratio: 0.0001%	Total packets sent: 17891947	Total packets retransmitted: 16
C00001_dragonfly_DCTCP_CDF_All-lr-0.85-lb-letflow-QpInfo.txt	Avg FCT: 11522.552447	Avg Small FCT: 16.441405	Avg Large FCT: 76773.918147	P99 FCT: 123727.271000	Retrans Ratio: 0.0000%	Total packets sent: 20790760	Total packets retransmitted: 0
C00001_dragonfly_DCTCP_CDF_All-lr-0.9-lb-letflow-QpInfo.txt	Avg FCT: 11712.047281	Avg Small FCT: 17.320323	Avg Large FCT: 77853.053262	P99 FCT: 126357.575000	Retrans Ratio: 0.0000%	Total packets sent: 21576594	Total packets retransmitted: 0
C00001_dragonfly_DCTCP_CDF_All-lr-0.95-lb-letflow-QpInfo.txt	Avg FCT: 11895.351852	Avg Small FCT: 18.487459	Avg Large FCT: 79290.015150	P99 FCT: 128918.350000	Retrans Ratio: 0.0000%	Total packets sent: 22509162	Total packets retransmitted: 0
C00001_dragonfly_DCTCP_CDF_All-lr-1.0-lb-letflow-QpInfo.txt	Avg FCT: 12602.433977	Avg Small FCT: 19.268665	Avg Large FCT: 82669.263147	P99 FCT: 133319.802000	Retrans Ratio: 0.0022%	Total packets sent: 23731732	Total packets retransmitted: 533

C00001_dragonfly_DCTCP_CDF_All-lr-0.5-lb-plb-QpInfo.txt	Avg FCT: 3687.527525	Avg Small FCT: 10.186276	Avg Large FCT: 21681.001796	P99 FCT: 30062.463000	Retrans Ratio: 0.0000%	Total packets sent: 12088526	Total packets retransmitted: 0
C00001_dragonfly_DCTCP_CDF_All-lr-0.55-lb-plb-QpInfo.txt	Avg FCT: 4022.056919	Avg Small FCT: 10.956556	Avg Large FCT: 23771.917847	P99 FCT: 33874.405000	Retrans Ratio: 0.0000%	Total packets sent: 13306155	Total packets retransmitted: 0
C00001_dragonfly_DCTCP_CDF_All-lr-0.6-lb-plb-QpInfo.txt	Avg FCT: 4192.630887	Avg Small FCT: 10.629972	Avg Large FCT: 25003.829600	P99 FCT: 35841.537000	Retrans Ratio: 0.0000%	Total packets sent: 14144593	Total packets retransmitted: 0
C00001_dragonfly_DCTCP_CDF_All-lr-0.65-lb-plb-QpInfo.txt	Avg FCT: 4429.024988	Avg Small FCT: 10.925470	Avg Large FCT: 26182.497895	P99 FCT: 36392.774000	Retrans Ratio: 0.0000%	Total packets sent: 15212330	Total packets retransmitted: 0
C00001_dragonfly_DCTCP_CDF_All-lr-0.7-lb-plb-QpInfo.txt	Avg FCT: 4819.255508	Avg Small FCT: 11.223005	Avg Large FCT: 27741.344916	P99 FCT: 39045.433000	Retrans Ratio: 0.0000%	Total packets sent: 16618367	Total packets retransmitted: 0
C00001_dragonfly_DCTCP_CDF_All-lr-0.75-lb-plb-QpInfo.txt	Avg FCT: 5139.696522	Avg Small FCT: 11.240899	Avg Large FCT: 29946.021486	P99 FCT: 41000.496000	Retrans Ratio: 0.0000%	Total packets sent: 17851577	Total packets retransmitted: 0
C00001_dragonfly_DCTCP_CDF_All-lr-0.8-lb-plb-QpInfo.txt	Avg FCT: 5522.054155	Avg Small FCT: 11.933600	Avg Large FCT: 32328.627904	P99 FCT: 45074.078000	Retrans Ratio: 0.0000%	Total packets sent: 19315447	Total packets retransmitted: 0
C00001_dragonfly_DCTCP_CDF_All-lr-0.85-lb-plb-QpInfo.txt	Avg FCT: 5906.533002	Avg Small FCT: 12.149496	Avg Large FCT: 34302.696445	P99 FCT: 46774.158000	Retrans Ratio: 0.0000%	Total packets sent: 20722766	Total packets retransmitted: 0
C00001_dragonfly_DCTCP_CDF_All-lr-0.9-lb-plb-QpInfo.txt	Avg FCT: 6079.603025	Avg Small FCT: 12.602807	Avg Large FCT: 35201.279203	P99 FCT: 47764.822000	Retrans Ratio: 0.0000%	Total packets sent: 21499221	Total packets retransmitted: 0
C00001_dragonfly_DCTCP_CDF_All-lr-0.95-lb-plb-QpInfo.txt	Avg FCT: 6237.357900	Avg Small FCT: 12.806702	Avg Large FCT: 36272.115132	P99 FCT: 50039.909000	Retrans Ratio: 0.0000%	Total packets sent: 22410451	Total packets retransmitted: 0
C00001_dragonfly_DCTCP_CDF_All-lr-1.0-lb-plb-QpInfo.txt	Avg FCT: 6557.616339	Avg Small FCT: 12.924552	Avg Large FCT: 37418.019297	P99 FCT: 53075.727000	Retrans Ratio: 0.0000%	Total packets sent: 23604621	Total packets retransmitted: 0
