节点	端口	平均利用率
18	2	0.076163
18	3	0.102796
18	4	0.031129
18	5	0.072629
18	6	0.039613
18	7	0.027816
18	8	0.078535
18	9	0.006378
19	1	0.037568
19	2	0.031620
19	3	0.043803
19	4	0.073474
19	5	0.122878
19	6	0.061980
19	7	0.015163
19	8	0.074514
19	9	0.013900
20	1	0.050808
20	2	0.111054
20	3	0.078115
20	4	0.073204
20	5	0.012240
20	6	0.024759
20	7	0.056796
20	8	0.042238
20	9	0.023147
21	1	0.082795
21	2	0.113059
21	3	0.042346
21	4	0.010121
21	5	0.049515
21	6	0.068576
21	7	0.030954
21	8	0.036772
21	9	0.029409
22	1	0.061252
22	2	0.034237
22	3	0.065137
22	4	0.078445
22	5	0.100533
22	6	0.008595
22	7	0.003408
22	8	0.048981
22	9	0.005014
23	1	0.079051
23	2	0.023690
23	3	0.061404
23	4	0.010203
23	5	0.032739
23	6	0.005042
23	7	0.054455
23	8	0.008271
23	9	0.024809
24	1	0.058840
24	2	0.024964
24	3	0.062545
24	4	0.008907
24	5	0.010577
24	6	0.027866
24	7	0.040013
24	8	0.022557
24	9	0.027806
25	1	0.152944
25	2	0.066174
25	3	0.033622
25	4	0.036466
25	5	0.052066
25	6	0.020964
25	7	0.152936
25	8	0.043209
25	9	0.027430
26	1	0.054969
26	2	0.091283
26	3	0.040282
26	4	0.079911
26	5	0.032192
26	6	0.036059
26	7	0.004815
26	8	0.020735
26	9	0.080109
27	1	0.055412
27	2	0.032881
27	3	0.050009
27	4	0.075417
27	5	0.079751
27	6	0.036650
27	7	0.041519
27	8	0.027135
27	9	0.064553
28	1	0.040089
28	2	0.051542
28	3	0.045948
28	4	0.067074
28	5	0.035166
28	6	0.027519
28	7	0.004099
28	8	0.056120
28	9	0.024095
29	1	0.072775
29	2	0.114633
29	3	0.013635
29	4	0.084976
29	5	0.153969
29	6	0.009646
29	7	0.033608
29	8	0.035848
29	9	0.027601
30	1	0.068439
30	2	0.115592
30	3	0.042881
30	4	0.046126
30	5	0.020096
30	6	0.008196
30	7	0.052237
30	8	0.060359
30	9	0.066396
31	1	0.119240
31	2	0.007526
31	3	0.047525
31	4	0.097428
31	5	0.056894
31	6	0.028332
31	7	0.068169
31	8	0.029929
31	9	0.036323
32	1	0.036946
32	2	0.074595
32	3	0.023097
32	4	0.064374
32	5	0.031667
32	6	0.031457
32	7	0.004589
32	8	0.018391
32	9	0.056724
33	1	0.054129
33	2	0.105808
33	3	0.018391
33	4	0.086661
33	5	0.064678
33	6	0.037838
33	7	0.061332
33	8	0.034262
33	9	0.039095
34	1	0.105933
34	2	0.048162
34	3	0.081749
34	4	0.039292
34	5	0.042865
34	6	0.055568
34	7	0.038755
34	8	0.053887
34	9	0.044894
35	1	0.069483
35	2	0.012304
35	3	0.024417
35	4	0.088246
35	5	0.029195
35	6	0.040508
35	7	0.034774
35	8	0.004087
35	9	0.005088
36	1	0.079648
37	1	0.004929
38	1	0.036999
39	1	0.029765
40	1	0.046313
41	1	0.012831
42	1	0.030310
43	1	0.006256
44	1	0.064987
45	1	0.050510
46	1	0.013552
47	1	0.018171
48	1	0.019398
49	1	0.017960
50	1	0.043237
51	1	0.017879
52	1	0.030141
53	1	0.040851
54	1	0.081561
55	1	0.090503
56	1	0.024732
57	1	0.013735
58	1	0.054555
59	1	0.030154
60	1	0.008195
61	1	0.063166
62	1	0.040008
63	1	0.037034
64	1	0.053283
65	1	0.080830
66	1	0.018435
67	1	0.017665
68	1	0.066687
69	1	0.031146
70	1	0.007705
71	1	0.004332
72	1	0.002793
73	1	0.070510
74	1	0.066023
75	1	0.039662
76	1	0.039309
77	1	0.050947
78	1	0.048164
79	1	0.012798
80	1	0.061068
81	1	0.053888
82	1	0.037913
83	1	0.033210
84	1	0.009452
85	1	0.063737
86	1	0.038957
87	1	0.082193
88	1	0.004996
89	1	0.030108
90	1	0.044458
91	1	0.058464
92	1	0.019687
93	1	0.093680
94	1	0.015776
95	1	0.021439
96	1	0.051009
97	1	0.029036
98	1	0.006011
99	1	0.005948
100	1	0.027656
101	1	0.018089
102	1	0.007823
103	1	0.013301
104	1	0.027746
105	1	0.044517
106	1	0.042606
107	1	0.023505
108	1	0.006132
109	1	0.109919
110	1	0.042437
111	1	0.054907
112	1	0.007879
113	1	0.061966
114	1	0.060695
115	1	0.004798
116	1	0.045959
117	1	0.052237
118	1	0.020878
119	1	0.032552
120	1	0.063874
121	1	0.028892
122	1	0.051115
123	1	0.037509
124	1	0.080130
125	1	0.004859
126	1	0.006082
127	1	0.027649
128	1	0.023737
129	1	0.006290
130	1	0.066243
131	1	0.007268
132	1	0.029376
133	1	0.005940
134	1	0.023227
135	1	0.024377
136	1	0.059084
137	1	0.031354
138	1	0.013247
139	1	0.006167
140	1	0.036695
141	1	0.018435
142	1	0.059432
143	1	0.033761
144	1	0.045220
145	1	0.100637
146	1	0.074723
147	1	0.007692
148	1	0.042087
149	1	0.005896
150	1	0.054150
151	1	0.067315
152	1	0.099108
153	1	0.012896
154	1	0.066081
155	1	0.005468
156	1	0.064955
157	1	0.006242
158	1	0.040990
159	1	0.006493
160	1	0.005851
161	1	0.075568
162	1	0.005651
163	1	0.023836
164	1	0.050203
165	1	0.004109
166	1	0.032642
167	1	0.011146
168	1	0.030283
169	1	0.066129
170	1	0.063132
171	1	0.035839
172	1	0.055947
173	1	0.015884
174	1	0.016151
175	1	0.035531
176	1	0.019463
177	1	0.048144
178	1	0.002656
179	1	0.022335
