NodeID	PortID	AverageQueueLength	SampleCount
0	1	258.420666	51756
0	2	141.501565	51756
0	3	46.991557	51756
0	4	1073.407508	51756
0	5	46439.592163	51756
0	6	318.786092	51756
0	7	369.452759	51756
0	8	1117.224090	51756
1	1	275.964062	51756
1	2	307.428202	51756
1	3	54.374565	51756
1	4	56.610480	51756
1	5	1180.319364	51756
1	6	1708.681080	51756
1	7	246.439698	51756
1	8	2183.570465	51756
2	1	294.603949	51756
2	2	150.928066	51756
2	3	87.728669	51756
2	4	825.931583	51756
2	5	9453.719936	51756
2	6	292.047569	51756
2	7	174.307191	51756
2	8	682.193601	51756
3	1	382.813915	51756
3	2	257.446905	51756
3	3	253.034064	51756
3	4	117.862393	51756
3	5	556.385269	51756
3	6	678.463212	51756
3	7	203.231007	51756
3	8	4396.009525	51756
4	1	3630.274828	51756
4	2	2937.409750	51756
4	3	1024.821238	51756
4	4	894.604626	51756
4	5	8763.225694	51756
4	6	189.963096	51756
4	7	54.817161	51756
4	8	112.602597	51756
5	1	3446.353389	51756
5	2	474.492368	51756
5	3	100.157334	51756
5	4	57.766172	51756
5	5	226.007574	51756
5	6	641.973220	51756
5	7	286.502956	51756
5	8	5486.027765	51756
6	1	58.506820	51756
6	2	1200.618537	51756
6	3	618.897944	51756
6	4	1483.478573	51756
6	5	3675.479287	51756
6	6	123.741363	51756
6	7	975.432027	51756
6	8	53741.865697	51756
7	1	142.591970	51756
7	2	522.173004	51756
7	3	104.873619	51756
7	4	220.235200	51756
7	5	682.987402	51756
7	6	105290.409286	51756
7	7	128.129376	51756
7	8	89.214642	51756
8	1	57.334145	51756
8	2	21213.209097	51756
8	3	14.817799	51756
9	1	41.750039	51756
9	2	51256.283890	51756
9	3	12.945479	51705
10	1	263.594714	51756
10	2	18809.331208	51756
10	3	3.887781	51756
11	1	160.668270	51756
11	2	25468.814669	51756
11	3	6.360596	51756
12	1	20.752705	51756
12	2	11461.803308	51756
12	3	59.450595	51705
13	1	31.298072	51756
13	2	88457.182800	51756
13	3	34.466303	51756
14	1	3597.296140	51756
14	2	115002.395838	51756
14	3	2.348868	51756
15	1	171.277205	51756
15	2	171541.745112	51756
15	3	0.797434	51756
16	1	6063.713367	51756
16	2	25456.255217	51756
16	3	2.087690	51705
17	1	461.237074	51756
17	2	36750.342801	51756
17	3	1.013442	51705
18	1	42.544111	51756
18	2	10599.469723	51756
18	3	10.034523	51705
19	1	148.525099	51756
19	2	125718.397307	51756
19	3	11.191205	51756
20	1	608.350645	51756
20	2	67152.923796	51756
20	3	24.108471	51756
21	1	53.088879	51756
21	2	32499.035648	51756
21	3	12.593284	51756
22	1	81.576899	51756
22	2	20796.999246	51756
22	3	26.795521	51756
23	1	71.719588	51756
23	2	61884.895413	51756
23	3	0.771196	51756
24	1	52136.156639	51756
24	2	277277.080667	51756
24	3	4.430018	51756
25	1	5380.419913	51756
25	2	470015.888960	51756
25	3	3.948528	51756
26	1	443.420724	51756
26	2	211816.053540	51756
26	3	16.510647	51705
27	1	131.702083	51756
